experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
47	2026-03-29T11:49:26.965665	78.9927	78.9927	False	max_features: 60000 -> 55000	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 55000, "max_edges_per_verse": 24, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
48	2026-03-29T11:49:30.145277	78.9526	78.9927	False	max_df: 275 -> 250; ngram_max: 2 -> 1	3.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 24, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
49	2026-03-29T11:49:33.285773	78.9519	78.9927	False	lemma_verb_first: True -> False; max_features: 60000 -> 45000	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 45000, "max_edges_per_verse": 24, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
50	2026-03-29T11:49:36.724534	79.0881	79.0881	True	ngram_max: 2 -> 2; max_edges_per_verse: 24 -> 28	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
51	2026-03-29T11:49:40.016253	79.0055	79.0881	False	max_edges_per_verse: 28 -> 30; max_verse_freq: 250 -> 225	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
52	2026-03-29T11:49:43.406233	78.7789	79.0881	False	max_verse_freq: 250 -> 275	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 275, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
53	2026-03-29T11:49:46.866403	78.7789	79.0881	False	max_verse_freq: 250 -> 275	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 275, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
54	2026-03-29T11:49:50.574097	78.7789	79.0881	False	max_verse_freq: 250 -> 275	3.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 275, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
55	2026-03-29T11:49:53.968652	74.8780	79.0881	False	min_tfidf_score: 0.04 -> 0.0284; norm: l2 -> l1	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0284, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
56	2026-03-29T11:49:57.381401	79.1462	79.1462	True	max_verse_freq: 250 -> 225	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
57	2026-03-29T11:50:00.836473	79.0881	79.1462	False	max_verse_freq: 225 -> 250	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
58	2026-03-29T11:50:04.425684	79.0444	79.1462	False	lemma_verb_first: True -> False	3.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 60000, "max_edges_per_verse": 28, "max_verse_freq": 225, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
59	2026-03-29T11:50:07.827535	79.2115	79.2115	True	max_verse_freq: 225 -> 200; max_features: 60000 -> 65000	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 200, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
60	2026-03-29T11:50:11.154267	79.4940	79.4940	True	sublinear_tf: False -> True; edge_weight_method: harmonic_mean -> min	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
61	2026-03-29T11:50:14.634286	79.2193	79.4940	False	max_verse_freq: 200 -> 225; max_edges_per_verse: 28 -> 30	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
62	2026-03-29T11:50:18.290290	79.2193	79.4940	False	max_verse_freq: 200 -> 225; max_edges_per_verse: 28 -> 30	3.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
63	2026-03-29T11:50:21.998977	79.2193	79.4940	False	max_verse_freq: 200 -> 225; max_edges_per_verse: 28 -> 30	3.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
64	2026-03-29T11:50:25.492465	79.5092	79.5092	True	max_edges_per_verse: 28 -> 26; max_verse_freq: 200 -> 225	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
65	2026-03-29T11:50:29.168963	79.2193	79.5092	False	max_edges_per_verse: 26 -> 30; max_features: 65000 -> 75000; min_token_length: 2 -> 2	3.7	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.04, "max_features": 75000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
66	2026-03-29T11:50:32.591978	79.5295	79.5295	True	max_df: 275 -> 225	3.4	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
67	2026-03-29T11:50:35.837131	79.4878	79.5295	False	sublinear_tf: True -> False; max_features: 65000 -> 55000	3.2	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.04, "max_features": 55000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
68	2026-03-29T11:50:39.289762	79.6844	79.6844	True	min_tfidf_score: 0.04 -> 0.0268	3.4	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
69	2026-03-29T11:50:42.339786	79.1822	79.6844	False	max_verse_freq: 225 -> 175	3.0	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 175, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
70	2026-03-29T11:50:45.790598	79.7123	79.7123	True	max_df: 225 -> 275	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
71	2026-03-29T11:50:49.131670	77.1572	79.7123	False	min_df: 2 -> 1; ngram_max: 2 -> 1; min_token_length: 2 -> 4	3.3	{"min_df": 1, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 1, "norm": "l2"}
72	2026-03-29T11:50:52.290821	79.4129	79.7123	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 150	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 150, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
73	2026-03-29T11:50:55.777295	79.6281	79.7123	False	lemma_verb_first: True -> False	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
74	2026-03-29T11:50:59.096621	79.6737	79.7123	False	max_verse_freq: 225 -> 200	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
75	2026-03-29T11:51:02.715477	79.5297	79.7123	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 250	3.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
76	2026-03-29T11:51:06.079270	74.5328	79.7123	False	min_token_length: 2 -> 2; norm: l2 -> l1	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
77	2026-03-29T11:51:09.697964	79.4819	79.7123	False	max_edges_per_verse: 26 -> 30	3.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
78	2026-03-29T11:51:13.126704	79.5297	79.7123	False	max_verse_freq: 225 -> 250; max_edges_per_verse: 26 -> 28	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
79	2026-03-29T11:51:16.360354	79.4809	79.7123	False	max_edges_per_verse: 26 -> 24	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
80	2026-03-29T11:51:19.529916	79.4677	79.7123	False	max_verse_freq: 225 -> 200; max_edges_per_verse: 26 -> 24	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
81	2026-03-29T11:51:22.962314	79.6844	79.7123	False	max_df: 275 -> 225	3.4	{"min_df": 2, "max_df": 225, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
82	2026-03-29T11:51:26.017053	79.6737	79.7123	False	max_verse_freq: 225 -> 200	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
83	2026-03-29T11:51:29.250059	79.6550	79.7123	False	max_edges_per_verse: 26 -> 28	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
84	2026-03-29T11:51:32.531292	74.5328	79.7123	False	norm: l2 -> l1	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
85	2026-03-29T11:51:35.925916	79.5297	79.7123	False	max_verse_freq: 225 -> 250; max_edges_per_verse: 26 -> 28	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
86	2026-03-29T11:51:39.455609	79.5297	79.7123	False	max_verse_freq: 225 -> 250; max_edges_per_verse: 26 -> 28	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
87	2026-03-29T11:51:42.657001	79.6737	79.7123	False	max_verse_freq: 225 -> 200	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
88	2026-03-29T11:51:46.068099	77.0734	79.7123	False	max_df: 275 -> 325; min_df: 2 -> 1	3.4	{"min_df": 1, "max_df": 325, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
89	2026-03-29T11:51:49.698504	79.5297	79.7123	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 250	3.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0268, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
90	2026-03-29T11:51:53.125996	79.7224	79.7224	True	min_tfidf_score: 0.0268 -> 0.0154	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
91	2026-03-29T11:51:56.354687	79.6837	79.7224	False	max_verse_freq: 225 -> 200	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
92	2026-03-29T11:51:59.749363	77.2815	79.7224	False	min_tfidf_score: 0.0154 -> 0.0183; lemma_verb_first: True -> False; min_df: 2 -> 1	3.4	{"min_df": 1, "max_df": 275, "min_tfidf_score": 0.0183, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
93	2026-03-29T11:52:03.094336	77.8796	79.7224	False	sublinear_tf: True -> False; min_df: 2 -> 3	3.3	{"min_df": 3, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
94	2026-03-29T11:52:06.388815	79.4921	79.7224	False	max_edges_per_verse: 26 -> 24	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
95	2026-03-29T11:52:09.953121	79.6463	79.7224	False	max_verse_freq: 225 -> 250	3.6	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
96	2026-03-29T11:52:13.027703	79.6837	79.7224	False	max_verse_freq: 225 -> 200	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
97	2026-03-29T11:52:16.467507	74.9913	79.7224	False	max_verse_freq: 225 -> 300; norm: l2 -> l1	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 300, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
98	2026-03-29T11:52:19.520030	79.6384	79.7224	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 200	3.1	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 200, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
99	2026-03-29T11:52:22.805635	74.5409	79.7224	False	sublinear_tf: True -> False; min_tfidf_score: 0.0154 -> 0.01; norm: l2 -> l1	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.01, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": false, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
100	2026-03-29T11:52:26.077229	79.5061	79.7224	False	max_edges_per_verse: 26 -> 30	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
101	2026-03-29T11:52:29.503545	79.4204	79.7224	False	max_edges_per_verse: 26 -> 24; max_verse_freq: 225 -> 250	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 250, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
102	2026-03-29T11:52:32.526265	80.1002	80.1002	True	edge_weight_method: min -> geometric_mean	3.0	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
103	2026-03-29T11:52:35.729875	79.9570	80.1002	False	max_verse_freq: 225 -> 250	3.2	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
104	2026-03-29T11:52:39.143711	79.9143	80.1002	False	max_edges_per_verse: 26 -> 24	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
105	2026-03-29T11:52:42.582326	75.2923	80.1002	False	norm: l2 -> l1; max_verse_freq: 225 -> 250	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
106	2026-03-29T11:52:45.885827	79.9143	80.1002	False	max_edges_per_verse: 26 -> 24	3.3	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 24, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
107	2026-03-29T11:52:49.286543	79.9570	80.1002	False	max_verse_freq: 225 -> 250	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
108	2026-03-29T11:52:52.710593	80.0309	80.1002	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 250	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
109	2026-03-29T11:52:56.243812	80.0796	80.1002	False	max_edges_per_verse: 26 -> 30	3.5	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 30, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
110	2026-03-29T11:52:59.644472	79.9492	80.1002	False	lemma_verb_first: True -> False	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 26, "max_verse_freq": 225, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
111	2026-03-29T11:53:03.039814	80.0309	80.1002	False	max_edges_per_verse: 26 -> 28; max_verse_freq: 225 -> 250	3.4	{"min_df": 2, "max_df": 275, "min_tfidf_score": 0.0154, "max_features": 65000, "max_edges_per_verse": 28, "max_verse_freq": 250, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
